city;county;region;latitude;longitude
Beckov;Nové Mesto n.Váhom;Trenèiansky;48.7891537;17.8952659
Bošáca;Nové Mesto n.Váhom;Trenèiansky;48.8318022;17.8387783
Brunovce;Nové Mesto n.Váhom;Trenèiansky;48.672796;17.8537054
Bzince pod Javorinou;Nové Mesto n.Váhom;Trenèiansky;48.7873152;17.7705656
Èachtice;Nové Mesto n.Váhom;Trenèiansky;48.7121561;17.7871243
Èastkovce;Nové Mesto n.Váhom;Trenèiansky;48.6892024;17.7805603
Dolné Srnie;Nové Mesto n.Váhom;Trenèiansky;48.7989306;17.8216742
Haluzice;Nové Mesto n.Váhom;Trenèiansky;48.8230288;17.8657061
Horná Streda;Nové Mesto n.Váhom;Trenèiansky;48.6559343;17.8426758
Hôrka nad Váhom;Nové Mesto n.Váhom;Trenèiansky;48.7212483;17.8923177
Hrádok;Nové Mesto n.Váhom;Trenèiansky;48.6978131;17.8872401
Hrachovište;Nové Mesto n.Váhom;Trenèiansky;48.7139238;17.7278069
Kálnica;Nové Mesto n.Váhom;Trenèiansky;48.7642670;17.9194030
Koèovce;Nové Mesto n.Váhom;Trenèiansky;48.7438349;17.8869433
Lubina;Nové Mesto n.Váhom;Trenèiansky;48.7839567;17.7368063
Lúka;Nové Mesto n.Váhom;Trenèiansky;48.6569845;17.8785036
Modrová;Nové Mesto n.Váhom;Trenèiansky;48.6421064;17.897734
Modrovka;Nové Mesto n.Váhom;Trenèiansky;48.6421064;17.897734
Moravské Lieskové;Nové Mesto n.Váhom;Trenèiansky;48.8198315;17.795145
Nová Bošáca;Nové Mesto n.Váhom;Trenèiansky;48.8785782;17.7957019
Nová Lehota;Nové Mesto n.Váhom;Trenèiansky;48.6579207;17.9825388
Nová Ves nad Váhom;Nové Mesto n.Váhom;Trenèiansky;48.7323677;17.8886175
Nové Mesto nad Váhom;Nové Mesto n.Váhom;Trenèiansky;48.7563795;17.8326971
Oèkov;Nové Mesto n.Váhom;Trenèiansky;48.653441;17.7642863
Pobedim;Nové Mesto n.Váhom;Trenèiansky;48.6489869;17.8027474
Podolie;Nové Mesto n.Váhom;Trenèiansky;48.6780285;17.7755197
Potvorice;Nové Mesto n.Váhom;Trenèiansky;48.6888922;17.8478816
Povaany;Nové Mesto n.Váhom;Trenèiansky;48.7136883;17.8427909
Stará Lehota;Nové Mesto n.Váhom;Trenèiansky;48.6527613;17.9502298
Stará Turá;Nové Mesto n.Váhom;Trenèiansky;48.7808907;17.6873737
Trenèianske Bohuslavice;Nové Mesto n.Váhom;Trenèiansky;48.8025995;17.8580895
Vaïovce;Nové Mesto n.Váhom;Trenèiansky;48.7377724;17.7225901
Višòové;Nové Mesto n.Váhom;Trenèiansky;48.7256381;17.7506325
Zemianske Podhradie;Nové Mesto n.Váhom;Trenèiansky;48.8423024;17.8332148
Bošany;Partizánske;Trenèiansky;48.5749758;18.2447371
Brodzany;Partizánske;Trenèiansky;48.6105062;18.341165
Hradište;Partizánske;Trenèiansky;48.6883571;18.3617376
Chynorany;Partizánske;Trenèiansky;48.609821;18.2734798
Ješkova Ves;Partizánske;Trenèiansky;48.5319387;18.3503781
Klátova Nová Ves;Partizánske;Trenèiansky;48.533994;18.3134684
Kolaèno;Partizánske;Trenèiansky;48.5937386;18.4258917
Krásno;Partizánske;Trenèiansky;48.5977648;18.3151925
Livina;Partizánske;Trenèiansky;48.6481591;18.2509107
Livinské Opatovce;Partizánske;Trenèiansky;48.6425515;18.2262183
Malé Kršteòany;Partizánske;Trenèiansky;48.6453595;18.4417125
Malé Uherce;Partizánske;Trenèiansky;48.6158683;18.4086914
Nadlice;Partizánske;Trenèiansky;48.6192458;18.2512087
Nedanovce;Partizánske;Trenèiansky;48.5933665;18.2944239
Ostratice;Partizánske;Trenèiansky;48.6474335;18.2914972
Partizánske;Partizánske;Trenèiansky;48.6264092;18.3730067
Pai;Partizánske;Trenèiansky;48.6322351;18.4343968
Skaèany;Partizánske;Trenèiansky;48.66098;18.3786979
Turèianky;Partizánske;Trenèiansky;48.5813488;18.3205348
Ve¾ké Kršteòany;Partizánske;Trenèiansky;48.6611311;18.4306852
Ve¾ké Uherce;Partizánske;Trenèiansky;48.5913918;18.4534299
Ve¾kı Klí;Partizánske;Trenèiansky;48.5333479;18.4048099
abokreky nad Nitrou;Partizánske;Trenèiansky;48.6248364;18.3085906
Bodiná;Povaská Bystrica;Trenèiansky;49.1091722;18.5618879
Brvnište;Povaská Bystrica;Trenèiansky;49.2153795;18.4242245
Èelkova Lehota;Povaská Bystrica;Trenèiansky;49.0169933;18.5271188
Dolná Mariková;Povaská Bystrica;Trenèiansky;49.2057134;18.3578363
Dolnı Lieskov;Povaská Bystrica;Trenèiansky;49.0545114;18.4167145
Domania;Povaská Bystrica;Trenèiansky;49.0450147;18.5523078
Ïurïové;Povaská Bystrica;Trenèiansky;49.0273077;18.4988213
Hatné;Povaská Bystrica;Trenèiansky;49.1903151;18.379365
Horná Mariková;Povaská Bystrica;Trenèiansky;49.2468756;18.3081462
Hornı Lieskov;Povaská Bystrica;Trenèiansky;49.0649084;18.4322009
Jasenica;Povaská Bystrica;Trenèiansky;49.1803558;18.4511259
Klieština;Povaská Bystrica;Trenèiansky;49.1829147;18.3562942
Kostolec;Povaská Bystrica;Trenèiansky;49.1263503;18.5305026
Malé Lednice;Povaská Bystrica;Trenèiansky;49.0690242;18.5727761
Papradno;Povaská Bystrica;Trenèiansky;49.2306839;18.4103617
Plevník - Drienové;Povaská Bystrica;Trenèiansky;49.1681563;18.4971097
Poèarová;Povaská Bystrica;Trenèiansky;49.06933;18.5130437
Podskalie;Povaská Bystrica;Trenèiansky;49.0443757;18.4547633
Povaská Bystrica;Povaská Bystrica;Trenèiansky;49.1159316;18.4469936
Preèín;Povaská Bystrica;Trenèiansky;49.0841452;18.5191527
Pruina;Povaská Bystrica;Trenèiansky;49.0165341;18.4760319
Sádoèné;Povaská Bystrica;Trenèiansky;49.0190905;18.5454483
Slopná;Povaská Bystrica;Trenèiansky;49.0508877;18.4081068
Stupné;Povaská Bystrica;Trenèiansky;49.1943995;18.439929
Sverepec;Povaská Bystrica;Trenèiansky;49.0828792;18.406933
Udièa;Povaská Bystrica;Trenèiansky;49.1675484;18.4011358
Vrchteplá;Povaská Bystrica;Trenèiansky;49.1304336;18.5627109
Záskalie;Povaská Bystrica;Trenèiansky;49.1367103;18.5177975
Bojnice;Prievidza;Trenèiansky;48.7920586;18.5846276
Bystrièany;Prievidza;Trenèiansky;48.6589444;18.5177264
Cige¾;Prievidza;Trenèiansky;48.7060266;18.6713326
Èavoj;Prievidza;Trenèiansky;48.8833333;18.4833333
Èereòany;Prievidza;Trenèiansky;48.6261984;18.5260965
Diviacka Nová Ves;Prievidza;Trenèiansky;48.748557;18.4994109
Diviaky nad Nitricou;Prievidza;Trenèiansky;48.7742361;18.4924244
Dlín;Prievidza;Trenèiansky;48.81014;18.5125933
Dolné Vestenice;Prievidza;Trenèiansky;48.7167542;18.386389
Handlová;Prievidza;Trenèiansky;48.6951905;18.7256943
Horná Ves;Prievidza;Trenèiansky;48.5935658;18.5267245
Horné Vestenice;Prievidza;Trenèiansky;48.723799;18.4195203
Chrenovec - Brusno;Prievidza;Trenèiansky;48.7745457;18.7250679
Chvojnica;Prievidza;Trenèiansky;48.8953516;18.5308309
Jalovec;Prievidza;Trenèiansky;48.780485;18.746613
Kamenec pod Vtáènikom;Prievidza;Trenèiansky;48.6576787;18.5850715
Kanianka;Prievidza;Trenèiansky;48.8166667;18.5833333
K¾aèno;Prievidza;Trenèiansky;48.9102606;18.6566593
Kocurany;Prievidza;Trenèiansky;48.7704205;18.5431695
Kostolná Ves;Prievidza;Trenèiansky;48.8059383;18.4931615
Koš;Prievidza;Trenèiansky;48.7362644;18.5845249
Lazany;Prievidza;Trenèiansky;48.81693;18.6198829
Lehota pod Vtáènikom;Prievidza;Trenèiansky;48.6771638;18.6088926
Liešany;Prievidza;Trenèiansky;48.8248412;18.4785713
Lipník;Prievidza;Trenèiansky;48.7969343;18.7252218
Malá Èausa;Prievidza;Trenèiansky;48.8076506;18.6982502
Malinová;Prievidza;Trenèiansky;48.8569751;18.5925007
Nedoery - Brezany;Prievidza;Trenèiansky;48.8176094;18.6446246
Nevidzany;Prievidza;Trenèiansky;48.8570491;18.5026434
Nitrianske Pravno;Prievidza;Trenèiansky;48.8857456;18.6660904
Nitrianske Rudno;Prievidza;Trenèiansky;48.7931445;18.4566615
Nitrianske Suèany;Prievidza;Trenèiansky;48.7337627;18.4719698
Nitrica;Prievidza;Trenèiansky;48.7049233;18.4480452
Nováky;Prievidza;Trenèiansky;48.7137625;18.5381085
Opatovce nad Nitrou;Prievidza;Trenèiansky;48.7585239;18.5661127
Oslany;Prievidza;Trenèiansky;48.61599;18.5156938
Podhradie;Prievidza;Trenèiansky;48.6637359;18.6499385
Poluvsie;Prievidza;Trenèiansky;48.8444234;18.6384954
Poruba;Prievidza;Trenèiansky;48.8435072;18.5693788
Pravenec;Prievidza;Trenèiansky;48.8502829;18.6710833
Prievidza;Prievidza;Trenèiansky;48.7710405;18.6233056
Radobica;Prievidza;Trenèiansky;48.5854589;18.5004511
Ráztoèno;Prievidza;Trenèiansky;48.7677897;18.7625339
Rudnianska Lehota;Prievidza;Trenèiansky;48.8209371;18.4311429
Sebedraie;Prievidza;Trenèiansky;48.7286712;18.6329142
Seè;Prievidza;Trenèiansky;48.8327813;18.509217
Šútovce;Prievidza;Trenèiansky;48.8008613;18.5370198
Temeš;Prievidza;Trenèiansky;48.868394;18.4773047
Tuina;Prievidza;Trenèiansky;48.8794245;18.6289573
Valaská Belá;Prievidza;Trenèiansky;48.8943791;18.3941002
Ve¾ká Èausa;Prievidza;Trenèiansky;48.774562;18.692626
Zemianske Kosto¾any;Prievidza;Trenèiansky;48.6905347;18.5266572
Beluša;Púchov;Trenèiansky;49.0661783;18.3300807
Dohòany;Púchov;Trenèiansky;49.1450828;18.2750595
Dolná Breznica;Púchov;Trenèiansky;49.0824102;18.2587601
Dolné Koèkovce;Púchov;Trenèiansky;49.0974968;18.3389954
Horná Breznica;Púchov;Trenèiansky;49.1232551;18.2442128
Horovce;Púchov;Trenèiansky;49.049377;18.25975
Kvašov;Púchov;Trenèiansky;49.0747967;18.2300378
Lazy pod Makytou;Púchov;Trenèiansky;49.2471359;18.2227133
Lednica;Púchov;Trenèiansky;49.1108654;18.2134329
Lednické Rovne;Púchov;Trenèiansky;49.0778246;18.2943655
Lúky;Púchov;Trenèiansky;49.1906712;18.2206677
Lysá pod Makytou;Púchov;Trenèiansky;49.2095485;18.1736595
Mesteèko;Púchov;Trenèiansky;49.1742224;18.2590039
Mojtín;Púchov;Trenèiansky;48.9898565;18.4026831
Nimnica;Púchov;Trenèiansky;49.1456005;18.3554264
Púchov;Púchov;Trenèiansky;49.123928;18.3239559
Streenice;Púchov;Trenèiansky;49.1066868;18.2922928
Visolaje;Púchov;Trenèiansky;49.0714471;18.3729384
Vydrná;Púchov;Trenèiansky;49.2136236;18.2615939
Zárieèie;Púchov;Trenèiansky;49.1758523;18.233662
Zubák;Púchov;Trenèiansky;49.1432592;18.2353413
Adamovské Kochanovce;Trenèín;Trenèiansky;48.8636719;17.9170956
Bobot;Trenèín;Trenèiansky;48.8323962;18.2059401
Dolná Poruba;Trenèín;Trenèiansky;48.9017483;18.2909411
Dolná Súèa;Trenèín;Trenèiansky;48.9710563;18.0278834
Drietoma;Trenèín;Trenèiansky;48.9277699;17.9189872
Dubodiel;Trenèín;Trenèiansky;48.7645376;18.1010315
Horná Súèa;Trenèín;Trenèiansky;48.9828333;17.9523126
Horòany;Trenèín;Trenèiansky;48.7830001;18.2026951
Horné Srnie;Trenèín;Trenèiansky;49.0245085;18.0608636
Hrabovka;Trenèín;Trenèiansky;48.9336423;18.0384653
Chocholná - Velèice;Trenèín;Trenèiansky;48.8675356;17.9451723
Ivanovce;Trenèín;Trenèiansky;48.83073;17.904115
Kostolná - Zárieèie;Trenèín;Trenèiansky;48.8790381;17.968156
Krivosúd - Bodovka;Trenèín;Trenèiansky;48.8198555;17.9449309
Melèice - Lieskové;Trenèín;Trenèiansky;48.8624144;17.880429
Mníchova Lehota;Trenèín;Trenèiansky;48.8216315;18.0708501
Motešice;Trenèín;Trenèiansky;48.8316205;18.1867665
Nemšová;Trenèín;Trenèiansky;48.981312;18.0688698
Neporadza;Trenèín;Trenèiansky;48.8323589;18.1458662
Omšenie;Trenèín;Trenèiansky;48.9015654;18.2278209
Opatovce;Trenèín;Trenèiansky;48.8588613;17.9778529
Petrova Lehota;Trenèín;Trenèiansky;48.8737178;18.1702558
Selec;Trenèín;Trenèiansky;48.7780668;18.0004445
Skalka nad Váhom;Trenèín;Trenèiansky;48.9360238;18.0728475
Soblahov;Trenèín;Trenèiansky;48.860455;18.0984036
Svinná;Trenèín;Trenèiansky;48.7875895;18.1601667
Štvrtok;Trenèín;Trenèiansky;48.8166332;17.8833056
Trenèianska Teplá;Trenèín;Trenèiansky;48.929006;18.1133836
Trenèianska Turná;Trenèín;Trenèiansky;48.8228687;18.0341803
Trenèianske Jastrabie;Trenèín;Trenèiansky;48.7923896;18.0948628
Trenèianske Mitice;Trenèín;Trenèiansky;48.8196653;18.1144777
Trenèianske Stankovce;Trenèín;Trenèiansky;48.8139758;17.9875909
Trenèianske Teplice;Trenèín;Trenèiansky;48.9076046;18.1599115
Trenèín;Trenèín;Trenèiansky;48.8923583;18.0393715
Ve¾ká Hradná;Trenèín;Trenèiansky;48.7745228;18.1271372
Ve¾ké Bierovce;Trenèín;Trenèiansky;48.853176;17.9773121
Zamarovce;Trenèín;Trenèiansky;48.9137302;18.053015
Bajè;Komárno;Nitriansky;47.9259654;18.2234091
Bátorove Kosihy;Komárno;Nitriansky;47.8370677;18.420387
Bodza;Komárno;Nitriansky;47.8515094;17.8571505
Bodzianske Lúky;Komárno;Nitriansky;47.888958;17.9045687
Brestovec;Komárno;Nitriansky;47.879062;17.8430989
Búè;Komárno;Nitriansky;47.8077245;18.4421897
Èalovec;Komárno;Nitriansky;47.8455227;17.9619305
Èíèov;Komárno;Nitriansky;47.7856425;17.7564428
Dedina Mládee;Komárno;Nitriansky;47.951519;17.9888167
Dulovce;Komárno;Nitriansky;47.8772507;18.2668332
Holiare;Komárno;Nitriansky;47.8317843;17.8105251
Hurbanovo;Komárno;Nitriansky;47.8697262;18.1891239
Chotín;Komárno;Nitriansky;47.8097498;18.2223259
Ime¾;Komárno;Nitriansky;47.8991439;18.1421039
Ia;Komárno;Nitriansky;47.7857244;18.2331597
Kamenièná;Komárno;Nitriansky;47.8482962;18.006716
Klíska Nemá;Komárno;Nitriansky;47.7593443;17.8320258
Kolárovo;Komárno;Nitriansky;47.9216445;17.9677147
Komárno;Komárno;Nitriansky;47.7574079;18.1298249
Kravany nad Dunajom;Komárno;Nitriansky;47.774205;18.475975
Lipové;Komárno;Nitriansky;47.8408407;17.8622509
Marcelová;Komárno;Nitriansky;47.7920732;18.2770708
Martovce;Komárno;Nitriansky;47.8626973;18.1052171
Moèa;Komárno;Nitriansky;47.7768702;18.4059619
Modrany;Komárno;Nitriansky;47.8163648;18.3627748
Mudroòovo;Komárno;Nitriansky;47.830613;18.3180361
Nesvady;Komárno;Nitriansky;47.9266707;18.1175763
Okolièná na Ostrove;Komárno;Nitriansky;47.8194294;17.9255325
Patince;Komárno;Nitriansky;47.7398142;18.2920985
Pribeta;Komárno;Nitriansky;47.9051098;18.309498
Radvaò nad Dunajom;Komárno;Nitriansky;47.7619131;18.3587931
Sokolce;Komárno;Nitriansky;47.8806721;17.8678083
Svätı Peter;Komárno;Nitriansky;47.8310776;18.2131101
Šrobárová;Komárno;Nitriansky;47.8045229;18.3265
Tôò;Komárno;Nitriansky;47.8017161;17.8224565
Trávnik;Komárno;Nitriansky;47.7674741;17.8045446
Ve¾ké Kosihy;Komárno;Nitriansky;47.766892;17.8912018
Virt;Komárno;Nitriansky;47.7537176;18.3215832
Vrbová nad Váhom;Komárno;Nitriansky;47.859505;18.0521102
Zemianska Olèa;Komárno;Nitriansky;47.8388839;17.8918066
Zlatná na Ostrove;Komárno;Nitriansky;47.7775502;17.9581723
Bajka;Levice;Nitriansky;48.1513064;18.5173881
Bátovce;Levice;Nitriansky;48.2911422;18.7444361
Beša;Levice;Nitriansky;48.150323;18.4046028
Bielovce;Levice;Nitriansky;47.9956914;18.7745968
Bohunice;Levice;Nitriansky;48.3491968;18.7596699
Bory;Levice;Nitriansky;48.1906546;18.7509192
Brhlovce;Levice;Nitriansky;48.2205274;18.7374351
Èajkov;Levice;Nitriansky;48.2896655;18.600311
Èaka;Levice;Nitriansky;48.0383904;18.4631522
Èata;Levice;Nitriansky;47.9525891;18.6514869
Demandice;Levice;Nitriansky;48.1264322;18.7822239
Devièany;Levice;Nitriansky;48.3222116;18.7047074
Dolná Seè;Levice;Nitriansky;48.187314;18.5654584
Dolné Semerovce;Levice;Nitriansky;48.1104952;18.8536846
Dolnı Pial;Levice;Nitriansky;48.1290425;18.4642519
Domadice;Levice;Nitriansky;48.176524;18.7806055
Drenice;Levice;Nitriansky;48.2868907;18.6975626
Farná;Levice;Nitriansky;48.0044985;18.5130806
Hokovce;Levice;Nitriansky;48.1562139;18.8708748
Hontianska Vrbica;Levice;Nitriansky;48.1417322;18.7190475
Hontianske Trsany;Levice;Nitriansky;48.2168933;18.7936232
Horná Seè;Levice;Nitriansky;48.2037022;18.550711
Horné Semerovce;Levice;Nitriansky;48.1292297;18.865953
Horné Turovce;Levice;Nitriansky;48.1265853;18.9562968
Hornı Pial;Levice;Nitriansky;48.1582795;18.4467742
Hrkovce;Levice;Nitriansky;48.088425;18.9029224
Hronovce;Levice;Nitriansky;48.0050301;18.6419112
Hronské K¾aèany;Levice;Nitriansky;48.2381037;18.5768925
Hronské Kosihy;Levice;Nitriansky;48.2664134;18.5880562
Iòa;Levice;Nitriansky;48.1737092;18.4157825
Ipe¾ské Ú¾any;Levice;Nitriansky;48.1347308;19.0369961
Ipe¾skı Sokolec;Levice;Nitriansky;48.0133076;18.7882532
Jabloòovce;Levice;Nitriansky;48.3175372;18.7887217
Jesenské;Levice;Nitriansky;48.1637902;18.4117174
Jur nad Hronom;Levice;Nitriansky;48.1300586;18.6249646
Kalná nad Hronom;Levice;Nitriansky;48.1929106;18.5097421
Ke;Levice;Nitriansky;47.9666667;18.5666667
Kozárovce;Levice;Nitriansky;48.307465;18.5074502
Krškany;Levice;Nitriansky;48.2210675;18.6712211
Kubáòovo;Levice;Nitriansky;48.0587134;18.8081795
Kukuèínov;Levice;Nitriansky;48.0909969;18.6987509
Kura¾any;Levice;Nitriansky;47.9809352;18.5426458
Levice;Levice;Nitriansky;48.2163194;18.6000869
Lok;Levice;Nitriansky;48.1836272;18.4592246
Lontov;Levice;Nitriansky;48.0424303;18.7771597
Lula;Levice;Nitriansky;48.1735738;18.363817
Málaš;Levice;Nitriansky;48.0554038;18.5262078
Malé Kozmálovce;Levice;Nitriansky;48.2769346;18.5020027
Malé Ludince;Levice;Nitriansky;47.9833889;18.7011546
Mıtne Ludany;Levice;Nitriansky;48.1624337;18.667074
Nová Dedina;Levice;Nitriansky;48.2866267;18.6463536
Novı Tekov;Levice;Nitriansky;48.2416524;18.4906345
Nırovce;Levice;Nitriansky;48.0239299;18.5801294
Ondrejovce;Levice;Nitriansky;48.1333805;18.5264777
Pastovce;Levice;Nitriansky;47.9695859;18.7533941
Peèenice;Levice;Nitriansky;48.2974585;18.7698112
Plášovce;Levice;Nitriansky;48.1595767;18.9776326
Plavé Vozokany;Levice;Nitriansky;48.072701;18.4647976
Podluany;Levice;Nitriansky;48.2481995;18.6208163
Pohronskı Ruskov;Levice;Nitriansky;47.9753547;18.6451357
Pukanec;Levice;Nitriansky;48.3644161;18.7201999
Rybník;Levice;Nitriansky;48.3089747;18.5596838
Santovka;Levice;Nitriansky;48.1564712;18.7637657
Sazdice;Levice;Nitriansky;48.0830814;18.8003778
Sikenica;Levice;Nitriansky;48.0706214;18.7197585
Slatina;Levice;Nitriansky;48.1432335;18.8946425
Starı Hrádok;Levice;Nitriansky;48.1562239;18.6345134
Starı Tekov;Levice;Nitriansky;48.2443401;18.543216
Šahy;Levice;Nitriansky;48.085406;18.9675759
Šalov;Levice;Nitriansky;48.0037872;18.7080991
Šarovce;Levice;Nitriansky;48.1031748;18.6363118
Tehla;Levice;Nitriansky;48.1833333;18.3833333
Tekovské Luany;Levice;Nitriansky;48.0863863;18.5444468
Tekovskı Hrádok;Levice;Nitriansky;48.1646981;18.5434316
Tlmaèe;Levice;Nitriansky;48.2885678;18.5337712
Tupá;Levice;Nitriansky;48.1089076;18.8914594
Turá;Levice;Nitriansky;48.1560688;18.5824492
Uhliská;Levice;Nitriansky;48.3930555;18.7411803
Ve¾ké Kozmálovce;Levice;Nitriansky;48.2677303;18.542859
Ve¾ké Ludince;Levice;Nitriansky;47.9639316;18.5028731
Ve¾ké Turovce;Levice;Nitriansky;48.1032874;18.9558552
Ve¾kı Ïur;Levice;Nitriansky;48.2128695;18.4353469
Vyškovce nad Ip¾om;Levice;Nitriansky;48.074581;18.8510714
Vyšné nad Hronom;Levice;Nitriansky;48.1669133;18.5901079
Zalaba;Levice;Nitriansky;47.964175;18.7009906
Zbrojníky;Levice;Nitriansky;48.1135242;18.7047718
eliezovce;Levice;Nitriansky;48.0515824;18.6285536
emberovce;Levice;Nitriansky;48.2578852;18.7407566
emliare;Levice;Nitriansky;48.1482945;18.6051669
Alekšince;Nitra;Nitriansky;48.3648941;17.9475515
Báb;Nitra;Nitriansky;48.2997745;17.8711737
Babindol;Nitra;Nitriansky;48.2889535;18.2398988
Bádice;Nitra;Nitriansky;48.3977561;18.1263688
Branè;Nitra;Nitriansky;48.2157568;18.1415832
Cabaj - Èápor;Nitra;Nitriansky;48.2456648;18.0230916
Èab;Nitra;Nitriansky;48.4078828;17.9894147
Èakajovce;Nitra;Nitriansky;48.3716121;18.0377591
Èechynce;Nitra;Nitriansky;48.2548724;18.1593895
Èe¾adice;Nitra;Nitriansky;48.3263122;18.2403003
Èifáre;Nitra;Nitriansky;48.2324639;18.3939373
Dolné Obdokovce;Nitra;Nitriansky;48.305795;18.2152779
Dolné Lefantovce;Nitra;Nitriansky;48.4165611;18.1182512
Golianovo;Nitra;Nitriansky;48.2694736;18.1908176
Hosová;Nitra;Nitriansky;48.3386128;18.2056865
Hruboòovo;Nitra;Nitriansky;48.4481801;18.0249312
Horné Lefantovce;Nitra;Nitriansky;48.4237155;18.1590769
Ivanka pri Nitre;Nitra;Nitriansky;48.2363605;18.11798
Jarok;Nitra;Nitriansky;48.2703816;17.959216
Jelenec;Nitra;Nitriansky;48.3797196;18.2226461
Jelšovce;Nitra;Nitriansky;48.3833406;18.0582047
Kapince;Nitra;Nitriansky;48.4508695;17.9744605
Klasov;Nitra;Nitriansky;48.2767823;18.257486
Kolíòany;Nitra;Nitriansky;48.3597711;18.1951113
Lehota;Nitra;Nitriansky;48.3124042;17.9902474
Lúènica nad itavou;Nitra;Nitriansky;48.2120775;18.2755772
¼udovítová;Nitra;Nitriansky;48.3952217;18.0772892
Lukáèovce;Nitra;Nitriansky;48.3982662;17.9327579
Luianky;Nitra;Nitriansky;48.3374719;18.0285899
Malé Chyndice;Nitra;Nitriansky;48.3038258;18.288304
Malé Záluie;Nitra;Nitriansky;48.4355908;17.9806968
Malı Cetín;Nitra;Nitriansky;48.2446397;18.1823972
Malı Lapáš;Nitra;Nitriansky;48.3061859;18.1701943
Melek;Nitra;Nitriansky;48.2007825;18.3282713
Mojmírovce;Nitra;Nitriansky;48.2088427;18.067024
Nitra;Nitra;Nitriansky;48.31295;18.0894593
Nitrianske Hrnèiarovce;Nitra;Nitriansky;48.3308285;18.1329093
Nová Ves nad itavou;Nitra;Nitriansky;48.2848935;18.3272385
Nové Sady;Nitra;Nitriansky;48.4202883;17.9679112
Paòa;Nitra;Nitriansky;48.231073;18.2271312
Podhorany;Nitra;Nitriansky;48.3719587;18.1237324
Pohranice;Nitra;Nitriansky;48.3322422;18.1804572
Po¾nı Kesov;Nitra;Nitriansky;48.1622905;18.0486042
Rišòovce;Nitra;Nitriansky;48.3675323;17.8948501
Rumanová;Nitra;Nitriansky;48.3296162;17.8700046
Svätoplukovo;Nitra;Nitriansky;48.2333333;18.5
Štefanovièová;Nitra;Nitriansky;48.1868137;18.0868713
Štitáre;Nitra;Nitriansky;48.350005;18.1596902
Šurianky;Nitra;Nitriansky;48.4214918;18.0218577
Tajná;Nitra;Nitriansky;48.2664831;18.3634014
Telince;Nitra;Nitriansky;48.2309377;18.3692353
Ve¾ká Dolina;Nitra;Nitriansky;48.1786515;18.0149543
Ve¾ké Chyndice;Nitra;Nitriansky;48.2836307;18.2867295
Ve¾ké Záluie;Nitra;Nitriansky;48.3144857;17.9378946
Ve¾kı Cetín;Nitra;Nitriansky;48.2276169;18.1926024
Ve¾kı Lapáš;Nitra;Nitriansky;48.2868781;18.1852031
Vinodol;Nitra;Nitriansky;48.1880897;18.2077766
Vráble;Nitra;Nitriansky;48.242684;18.3031323
Vıèapy - Opatovce;Nitra;Nitriansky;48.4156556;18.0761039
Zbehy;Nitra;Nitriansky;48.3668508;18.0150578
irany;Nitra;Nitriansky;48.3806049;18.1734404
itavce;Nitra;Nitriansky;48.2;18.3
Andovce;Nové Zámky;Nitriansky;47.9950053;18.1042136
Bajtava;Nové Zámky;Nitriansky;47.8558281;18.7498697
Bánov;Nové Zámky;Nitriansky;48.0487885;18.191583
Bardoòovo;Nové Zámky;Nitriansky;48.1116805;18.4213303
Belá;Nové Zámky;Nitriansky;47.8319764;18.5973874
Bešeòov;Nové Zámky;Nitriansky;48.0447635;18.2634183
Bíòa;Nové Zámky;Nitriansky;47.9211342;18.6421132
Branovo;Nové Zámky;Nitriansky;48.0260358;18.309159
Bruty;Nové Zámky;Nitriansky;47.9236648;18.5789655
Èechy;Nové Zámky;Nitriansky;48.0325264;18.3745659
Èerník;Nové Zámky;Nitriansky;48.1534962;18.2251815
Dedinka;Nové Zámky;Nitriansky;48.0660479;18.422514
Dolnı Ohaj;Nové Zámky;Nitriansky;48.0831022;18.2534725
Dubník;Nové Zámky;Nitriansky;47.9585854;18.4132259
Dvory nad itavou;Nové Zámky;Nitriansky;47.9943107;18.2689754
Gbelce;Nové Zámky;Nitriansky;47.8499323;18.510033
Hul;Nové Zámky;Nitriansky;48.1;18.2666667
Ch¾aba;Nové Zámky;Nitriansky;47.8369125;18.8060138
Jasová;Nové Zámky;Nitriansky;47.9866478;18.3984991
Jatov;Nové Zámky;Nitriansky;48.1284623;18.028264
Kamenica nad Hronom;Nové Zámky;Nitriansky;47.8313083;18.7255031
Kamenín;Nové Zámky;Nitriansky;47.8874765;18.6426072
Kamennı Most;Nové Zámky;Nitriansky;47.8523806;18.6566838
Kmeovo;Nové Zámky;Nitriansky;48.1680489;18.2795321
Kolta;Nové Zámky;Nitriansky;48.0176388;18.4138373
Komjatice;Nové Zámky;Nitriansky;48.1522793;18.1686035
Komoèa;Nové Zámky;Nitriansky;47.9498145;18.0227382
Le¾a;Nové Zámky;Nitriansky;47.8588372;18.7736476
Lipová;Nové Zámky;Nitriansky;48.1100442;18.1773878
¼ubá;Nové Zámky;Nitriansky;47.8498774;18.5962534
Malá nad Hronom;Nové Zámky;Nitriansky;47.8547884;18.6795793
Malé Kosihy;Nové Zámky;Nitriansky;47.9250999;18.7502811
Maòa;Nové Zámky;Nitriansky;48.154395;18.2867476
Michal nad itavou;Nové Zámky;Nitriansky;48.1845316;18.2828845
Mojzesovo;Nové Zámky;Nitriansky;48.1376887;18.2340802
Mula;Nové Zámky;Nitriansky;47.7922978;18.5998896
